code,short_description,long_description,category,chapter,is_billable
A033,Shigellosis due to Shigella sonnei,Shigellosis due to Shigella sonnei,A03,1,true
A038,Other shigellosis,Other shigellosis,A03,1,true
A039,"Shigellosis, unspecified","Shigellosis, unspecified",A03,1,true
A04,Other bacterial intestinal infections,Other bacterial intestinal infections,A04,1,true
A040,Enteropathogenic Escherichia coli infection,Enteropathogenic Escherichia coli infection,A04,1,true
A041,Enterotoxigenic Escherichia coli infection,Enterotoxigenic Escherichia coli infection,A04,1,true
A042,Enteroinvasive Escherichia coli infection,Enteroinvasive Escherichia coli infection,A04,1,true
A043,Enterohemorrhagic Escherichia coli infection,Enterohemorrhagic Escherichia coli infection,A04,1,true
A044,Other intestinal Escherichia coli infections,Other intestinal Escherichia coli infections,A04,1,true
A045,Campylobacter enteritis,Campylobacter enteritis,A04,1,true
A046,Enteritis due to Yersinia enterocolitica,Enteritis due to Yersinia enterocolitica,A04,1,true
A047,Enterocolitis due to Clostridium difficile,Enterocolitis due to Clostridium difficile,A04,1,true
A0471,"Enterocolitis due to Clostridium difficile, recurrent","Enterocolitis due to Clostridium difficile, recurrent",A04,1,true
A0472,"Enterocolitis due to Clostridium difficile, not specified as recurrent","Enterocolitis due to Clostridium difficile, not specified as recurrent",A04,1,true
A048,Other specified bacterial intestinal infections,Other specified bacterial intestinal infections,A04,1,true
A049,"Bacterial intestinal infection, unspecified","Bacterial intestinal infection, unspecified",A04,1,true
A05,"Other bacterial foodborne intoxications, not elsewhere classified","Other bacterial foodborne intoxications, not elsewhere classified",A05,1,true
A050,Foodborne staphylococcal intoxication,Foodborne staphylococcal intoxication,A05,1,true
A051,Botulism food poisoning,Botulism food poisoning,A05,1,true
A052,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,A05,1,true
A053,Foodborne Vibrio parahaemolyticus intoxication,Foodborne Vibrio parahaemolyticus intoxication,A05,1,true
A054,Foodborne Bacillus cereus intoxication,Foodborne Bacillus cereus intoxication,A05,1,true
A055,Foodborne Vibrio vulnificus intoxication,Foodborne Vibrio vulnificus intoxication,A05,1,true
A058,Other specified bacterial foodborne intoxications,Other specified bacterial foodborne intoxications,A05,1,true
A059,"Bacterial foodborne intoxication, unspecified","Bacterial foodborne intoxication, unspecified",A05,1,true
A06,Amoebiasis,Amoebiasis,A06,1,true
A060,Acute amebic dysentery,Acute amebic dysentery,A06,1,true
A061,Chronic intestinal amebiasis,Chronic intestinal amebiasis,A06,1,true
A062,Amebic nondysenteric colitis,Amebic nondysenteric colitis,A06,1,true
A063,Ameboma of intestine,Ameboma of intestine,A06,1,true
A064,Amebic liver abscess,Amebic liver abscess,A06,1,true
A065,Amebic lung abscess,Amebic lung abscess,A06,1,true
A066,Amebic brain abscess,Amebic brain abscess,A06,1,true
A067,Cutaneous amebiasis,Cutaneous amebiasis,A06,1,true
A068,Amoebic infection of other sites,Amoebic infection of other sites,A06,1,true
A0681,Amebic cystitis,Amebic cystitis,A06,1,true
A0682,Other amebic genitourinary infections,Other amebic genitourinary infections,A06,1,true
A0689,Other amebic infections,Other amebic infections,A06,1,true
A069,"Amebiasis, unspecified","Amebiasis, unspecified",A06,1,true
A07,Other protozoal intestinal diseases,Other protozoal intestinal diseases,A07,1,true
A070,Balantidiasis,Balantidiasis,A07,1,true
A071,Giardiasis [lambliasis],Giardiasis [lambliasis],A07,1,true
A072,Cryptosporidiosis,Cryptosporidiosis,A07,1,true
A073,Isosporiasis,Isosporiasis,A07,1,true
A074,Cyclosporiasis,Cyclosporiasis,A07,1,true
A078,Other specified protozoal intestinal diseases,Other specified protozoal intestinal diseases,A07,1,true
A079,"Protozoal intestinal disease, unspecified","Protozoal intestinal disease, unspecified",A07,1,true
A08,Viral and other specified intestinal infections,Viral and other specified intestinal infections,A08,1,true
A080,Rotaviral enteritis,Rotaviral enteritis,A08,1,true
A081,Acute gastroenteropathy due to Norwalk agent,Acute gastroenteropathy due to Norwalk agent,A08,1,true
A0811,Acute gastroenteropathy due to Norwalk agent,Acute gastroenteropathy due to Norwalk agent,A08,1,true
A0819,Acute gastroenteropathy due to other small round viruses,Acute gastroenteropathy due to other small round viruses,A08,1,true
A082,Adenoviral enteritis,Adenoviral enteritis,A08,1,true
A083,Other viral enteritis,Other viral enteritis,A08,1,true
A0831,Calicivirus enteritis,Calicivirus enteritis,A08,1,true
A0832,Astrovirus enteritis,Astrovirus enteritis,A08,1,true
A0839,Other viral enteritis,Other viral enteritis,A08,1,true
A083A,Coxsackievirus-enterit,Coxsackievirus-enterit,A08,1,true
A083B,Echovirus-enterit,Echovirus-enterit,A08,1,true
A083W,Enterit orsakad av annat specificerat virus,Enterit orsakad av annat specificerat virus,A08,1,true
A084,"Viral intestinal infection, unspecified","Viral intestinal infection, unspecified",A08,1,true
A085,Other specified intestinal infections,Other specified intestinal infections,A08,1,true
A088,Other specified intestinal infections,Other specified intestinal infections,A08,1,true
A09,"Infectious gastroenteritis and colitis, unspecified","Infectious gastroenteritis and colitis, unspecified",A09,1,true
A090,Other and unspecified gastroenteritis and colitis of infectious origin,Other and unspecified gastroenteritis and colitis of infectious origin,A09,1,true
A099,Gastroenteritis and colitis of unspecified origin,Gastroenteritis and colitis of unspecified origin,A09,1,true
A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed","Respiratory tuberculosis, bacteriologically and histologically confirmed",A15,1,true
A150,Tuberculosis of lung,Tuberculosis of lung,A15,1,true
A151,"Tuberculosis of lung, confirmed by culture only","Tuberculosis of lung, confirmed by culture only",A15,1,true
A152,"Tuberculosis of lung, confirmed histologically","Tuberculosis of lung, confirmed histologically",A15,1,true
A153,"Tuberculosis of lung, confirmed by unspecified means","Tuberculosis of lung, confirmed by unspecified means",A15,1,true
A154,Tuberculosis of intrathoracic lymph nodes,Tuberculosis of intrathoracic lymph nodes,A15,1,true
A155,"Tuberculosis of larynx, trachea and bronchus","Tuberculosis of larynx, trachea and bronchus",A15,1,true
A156,Tuberculous pleurisy,Tuberculous pleurisy,A15,1,true
A157,Primary respiratory tuberculosis,Primary respiratory tuberculosis,A15,1,true
A158,Other respiratory tuberculosis,Other respiratory tuberculosis,A15,1,true
A159,Respiratory tuberculosis unspecified,Respiratory tuberculosis unspecified,A15,1,true
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically","Respiratory tuberculosis, not confirmed bacteriologically or histologically",A16,1,true
A160,"Tuberculosis of lung, bacteriologically and histologically negative","Tuberculosis of lung, bacteriologically and histologically negative",A16,1,true
A161,"Tuberculosis of lung, bacteriological and histological examination not done","Tuberculosis of lung, bacteriological and histological examination not done",A16,1,true
A162,"Tuberculosis of lung, without mention of bacteriological or histological confirmation","Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16,1,true
A163,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation","Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",A16,1,true
A164,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation","Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",A16,1,true
A165,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation","Tuberculous pleurisy, without mention of bacteriological or histological confirmation",A16,1,true
A167,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,A16,1,true
A168,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation","Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",A16,1,true
A169,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation","Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16,1,true
A17,Tuberculosis of nervous system,Tuberculosis of nervous system,A17,1,true
A170,Tuberculous meningitis,Tuberculous meningitis,A17,1,true
A171,Meningeal tuberculoma,Meningeal tuberculoma,A17,1,true
A178,Other tuberculosis of nervous system,Other tuberculosis of nervous system,A17,1,true
A1781,Tuberculoma of brain and spinal cord,Tuberculoma of brain and spinal cord,A17,1,true
A1782,Tuberculous meningoencephalitis,Tuberculous meningoencephalitis,A17,1,true
A1783,Tuberculous neuritis,Tuberculous neuritis,A17,1,true
A1789,Other tuberculosis of nervous system,Other tuberculosis of nervous system,A17,1,true
A179,"Tuberculosis of nervous system, unspecified","Tuberculosis of nervous system, unspecified",A17,1,true
A18,Tuberculosis of other organs,Tuberculosis of other organs,A18,1,true
A180,Tuberculosis of bones and joints,Tuberculosis of bones and joints,A18,1,true
A1801,Tuberculosis of spine,Tuberculosis of spine,A18,1,true
A1802,Tuberculous arthritis of other joints,Tuberculous arthritis of other joints,A18,1,true
A1803,Tuberculosis of other bones,Tuberculosis of other bones,A18,1,true
A1809,Other musculoskeletal tuberculosis,Other musculoskeletal tuberculosis,A18,1,true
A181,Tuberculosis of genitourinary system,Tuberculosis of genitourinary system,A18,1,true
A1810,"Tuberculosis of genitourinary system, unspecified","Tuberculosis of genitourinary system, unspecified",A18,1,true
A1811,Tuberculosis of kidney and ureter,Tuberculosis of kidney and ureter,A18,1,true
A1812,Tuberculosis of bladder,Tuberculosis of bladder,A18,1,true
A1813,Tuberculosis of other urinary organs,Tuberculosis of other urinary organs,A18,1,true
A1814,Tuberculosis of prostate,Tuberculosis of prostate,A18,1,true
A1815,Tuberculosis of other male genital organs,Tuberculosis of other male genital organs,A18,1,true
A1816,Tuberculosis of cervix,Tuberculosis of cervix,A18,1,true
A1817,Tuberculous female pelvic inflammatory disease,Tuberculous female pelvic inflammatory disease,A18,1,true
A1818,Tuberculosis of other female genital organs,Tuberculosis of other female genital organs,A18,1,true
A182,Tuberculous peripheral lymphadenopathy,Tuberculous peripheral lymphadenopathy,A18,1,true
A183,"Tuberculosis of intestines, peritoneum and mesenteric glands","Tuberculosis of intestines, peritoneum and mesenteric glands",A18,1,true
A1831,Tuberculous peritonitis,Tuberculous peritonitis,A18,1,true
A1832,Tuberculous enteritis,Tuberculous enteritis,A18,1,true
A1839,Retroperitoneal tuberculosis,Retroperitoneal tuberculosis,A18,1,true
A184,Tuberculosis of skin and subcutaneous tissue,Tuberculosis of skin and subcutaneous tissue,A18,1,true
A184C,Lupus vulgaris UNS,Lupus vulgaris UNS,A18,1,true
A184D,Scrofuloderma,Scrofuloderma,A18,1,true
A184E,Tuberkulöst erythema induratum,Tuberkulöst erythema induratum,A18,1,true
A184F,Tuberkulöst erythema nodosum,Tuberkulöst erythema nodosum,A18,1,true
A184G,Tuberkulöst hudsår,Tuberkulöst hudsår,A18,1,true
A184H,Tuberculosis verrucosa cutis,Tuberculosis verrucosa cutis,A18,1,true
A184J,Acne scrofulosorum,Acne scrofulosorum,A18,1,true
A184K,Lichen scrofulosorum,Lichen scrofulosorum,A18,1,true
A184L,Papulonekrotisk tuberkulid,Papulonekrotisk tuberkulid,A18,1,true
A184X,"Tuberkulos i hud och subkutan vävnad, ospecificerad","Tuberkulos i hud och subkutan vävnad, ospecificerad",A18,1,true
A185,Tuberculosis of eye,Tuberculosis of eye,A18,1,true
A1850,"Tuberculosis of eye, unspecified","Tuberculosis of eye, unspecified",A18,1,true
A1851,Tuberculous episcleritis,Tuberculous episcleritis,A18,1,true
A1852,Tuberculous keratitis,Tuberculous keratitis,A18,1,true
A1853,Tuberculous chorioretinitis,Tuberculous chorioretinitis,A18,1,true
A1854,Tuberculous iridocyclitis,Tuberculous iridocyclitis,A18,1,true
A1859,Other tuberculosis of eye,Other tuberculosis of eye,A18,1,true
A186,Tuberculosis of (inner) (middle) ear,Tuberculosis of (inner) (middle) ear,A18,1,true
A187,Tuberculosis of adrenal glands,Tuberculosis of adrenal glands,A18,1,true
A188,Tuberculosis of other specified organs,Tuberculosis of other specified organs,A18,1,true
A1881,Tuberculosis of thyroid gland,Tuberculosis of thyroid gland,A18,1,true
A1882,Tuberculosis of other endocrine glands,Tuberculosis of other endocrine glands,A18,1,true
A1883,"Tuberculosis of digestive tract organs, not elsewhere classified","Tuberculosis of digestive tract organs, not elsewhere classified",A18,1,true
A1884,Tuberculosis of heart,Tuberculosis of heart,A18,1,true
A1885,Tuberculosis of spleen,Tuberculosis of spleen,A18,1,true
A1889,Tuberculosis of other sites,Tuberculosis of other sites,A18,1,true
A19,Miliary tuberculosis,Miliary tuberculosis,A19,1,true
A190,Acute miliary tuberculosis of a single specified site,Acute miliary tuberculosis of a single specified site,A19,1,true
A191,Acute miliary tuberculosis of multiple sites,Acute miliary tuberculosis of multiple sites,A19,1,true
A192,"Acute miliary tuberculosis, unspecified","Acute miliary tuberculosis, unspecified",A19,1,true
A198,Other miliary tuberculosis,Other miliary tuberculosis,A19,1,true
A199,"Miliary tuberculosis, unspecified","Miliary tuberculosis, unspecified",A19,1,true
A20,Plague,Plague,A20,1,true
A200,Bubonic plague,Bubonic plague,A20,1,true
A201,Cellulocutaneous plague,Cellulocutaneous plague,A20,1,true
A202,Pneumonic plague,Pneumonic plague,A20,1,true
A203,Plague meningitis,Plague meningitis,A20,1,true
A207,Septicemic plague,Septicemic plague,A20,1,true
A208,Other forms of plague,Other forms of plague,A20,1,true
A209,"Plague, unspecified","Plague, unspecified",A20,1,true
A21,Tularaemia,Tularaemia,A21,1,true
A210,Ulceroglandular tularemia,Ulceroglandular tularemia,A21,1,true
A211,Oculoglandular tularemia,Oculoglandular tularemia,A21,1,true
A212,Pulmonary tularemia,Pulmonary tularemia,A21,1,true
A213,Gastrointestinal tularemia,Gastrointestinal tularemia,A21,1,true
A217,Generalized tularemia,Generalized tularemia,A21,1,true
A218,Other forms of tularemia,Other forms of tularemia,A21,1,true
A219,"Tularemia, unspecified","Tularemia, unspecified",A21,1,true
A22,Anthrax,Anthrax,A22,1,true
A220,Cutaneous anthrax,Cutaneous anthrax,A22,1,true
A221,Pulmonary anthrax,Pulmonary anthrax,A22,1,true
A222,Gastrointestinal anthrax,Gastrointestinal anthrax,A22,1,true
A227,Anthrax sepsis,Anthrax sepsis,A22,1,true
A228,Other forms of anthrax,Other forms of anthrax,A22,1,true
A229,"Anthrax, unspecified","Anthrax, unspecified",A22,1,true
A23,Brucellosis,Brucellosis,A23,1,true
A230,Brucellosis due to Brucella melitensis,Brucellosis due to Brucella melitensis,A23,1,true
A231,Brucellosis due to Brucella abortus,Brucellosis due to Brucella abortus,A23,1,true
A232,Brucellosis due to Brucella suis,Brucellosis due to Brucella suis,A23,1,true
A233,Brucellosis due to Brucella canis,Brucellosis due to Brucella canis,A23,1,true
A238,Other brucellosis,Other brucellosis,A23,1,true
A239,"Brucellosis, unspecified","Brucellosis, unspecified",A23,1,true
A24,Glanders and melioidosis,Glanders and melioidosis,A24,1,true
A240,Glanders,Glanders,A24,1,true
A241,Acute and fulminating melioidosis,Acute and fulminating melioidosis,A24,1,true
A242,Subacute and chronic melioidosis,Subacute and chronic melioidosis,A24,1,true
A243,Other melioidosis,Other melioidosis,A24,1,true
A244,"Melioidosis, unspecified","Melioidosis, unspecified",A24,1,true
A249,"Melioidosis, unspecified","Melioidosis, unspecified",A24,1,true
A25,Rat-bite fevers,Rat-bite fevers,A25,1,true
A250,Spirillosis,Spirillosis,A25,1,true
A251,Streptobacillosis,Streptobacillosis,A25,1,true
A259,"Rat-bite fever, unspecified","Rat-bite fever, unspecified",A25,1,true
A26,Erysipeloid,Erysipeloid,A26,1,true
A260,Cutaneous erysipeloid,Cutaneous erysipeloid,A26,1,true
A267,Erysipelothrix sepsis,Erysipelothrix sepsis,A26,1,true
A268,Other forms of erysipeloid,Other forms of erysipeloid,A26,1,true
A269,"Erysipeloid, unspecified","Erysipeloid, unspecified",A26,1,true
A27,Leptospirosis,Leptospirosis,A27,1,true
A270,Leptospirosis icterohemorrhagica,Leptospirosis icterohemorrhagica,A27,1,true
A278,Other forms of leptospirosis,Other forms of leptospirosis,A27,1,true
A2781,Aseptic meningitis in leptospirosis,Aseptic meningitis in leptospirosis,A27,1,true
A2789,Other forms of leptospirosis,Other forms of leptospirosis,A27,1,true
A279,"Leptospirosis, unspecified","Leptospirosis, unspecified",A27,1,true
A28,"Other zoonotic bacterial diseases, not elsewhere classified","Other zoonotic bacterial diseases, not elsewhere classified",A28,1,true
A280,Pasteurellosis,Pasteurellosis,A28,1,true
A281,Cat-scratch disease,Cat-scratch disease,A28,1,true
A282,Extraintestinal yersiniosis,Extraintestinal yersiniosis,A28,1,true
A288,"Other specified zoonotic bacterial diseases, not elsewhere classified","Other specified zoonotic bacterial diseases, not elsewhere classified",A28,1,true
A289,"Zoonotic bacterial disease, unspecified","Zoonotic bacterial disease, unspecified",A28,1,true
A30,Leprosy [Hansen disease],Leprosy [Hansen disease],A30,1,true
A300,Indeterminate leprosy,Indeterminate leprosy,A30,1,true
A301,Tuberculoid leprosy,Tuberculoid leprosy,A30,1,true
A302,Borderline tuberculoid leprosy,Borderline tuberculoid leprosy,A30,1,true
A303,Borderline leprosy,Borderline leprosy,A30,1,true
A304,Borderline lepromatous leprosy,Borderline lepromatous leprosy,A30,1,true
A305,Lepromatous leprosy,Lepromatous leprosy,A30,1,true
A308,Other forms of leprosy,Other forms of leprosy,A30,1,true
A309,"Leprosy, unspecified","Leprosy, unspecified",A30,1,true
A31,Infection due to other mycobacteria,Infection due to other mycobacteria,A31,1,true
A310,Pulmonary mycobacterial infection,Pulmonary mycobacterial infection,A31,1,true
A311,Cutaneous mycobacterial infection,Cutaneous mycobacterial infection,A31,1,true
A312,Disseminated mycobacterium avium-intracellulare complex (DMAC),Disseminated mycobacterium avium-intracellulare complex (DMAC),A31,1,true
A318,Other mycobacterial infections,Other mycobacterial infections,A31,1,true
A319,"Mycobacterial infection, unspecified","Mycobacterial infection, unspecified",A31,1,true
A32,Listeriosis,Listeriosis,A32,1,true
A320,Cutaneous listeriosis,Cutaneous listeriosis,A32,1,true
A321,Listerial meningitis and meningoencephalitis,Listerial meningitis and meningoencephalitis,A32,1,true
A3211,Listerial meningitis,Listerial meningitis,A32,1,true
A3212,Listerial meningoencephalitis,Listerial meningoencephalitis,A32,1,true
A327,Listerial sepsis,Listerial sepsis,A32,1,true
A328,Other forms of listeriosis,Other forms of listeriosis,A32,1,true
A3281,Oculoglandular listeriosis,Oculoglandular listeriosis,A32,1,true
A3282,Listerial endocarditis,Listerial endocarditis,A32,1,true
A3289,Other forms of listeriosis,Other forms of listeriosis,A32,1,true
A329,"Listeriosis, unspecified","Listeriosis, unspecified",A32,1,true
A33,Tetanus neonatorum,Tetanus neonatorum,A33,1,true
A339,Stelkramp hos nyfödd,Stelkramp hos nyfödd,A33,1,true
A34,Obstetrical tetanus,Obstetrical tetanus,A34,1,true
A349,Obstetrisk stelkramp,Obstetrisk stelkramp,A34,1,true
A35,Other tetanus,Other tetanus,A35,1,true
A359,Annan stelkramp,Annan stelkramp,A35,1,true
A36,Diphtheria,Diphtheria,A36,1,true
A360,Pharyngeal diphtheria,Pharyngeal diphtheria,A36,1,true
A361,Nasopharyngeal diphtheria,Nasopharyngeal diphtheria,A36,1,true
A362,Laryngeal diphtheria,Laryngeal diphtheria,A36,1,true
A363,Cutaneous diphtheria,Cutaneous diphtheria,A36,1,true
A368,Other diphtheria,Other diphtheria,A36,1,true
A3681,Diphtheritic cardiomyopathy,Diphtheritic cardiomyopathy,A36,1,true
A3682,Diphtheritic radiculomyelitis,Diphtheritic radiculomyelitis,A36,1,true
A3683,Diphtheritic polyneuritis,Diphtheritic polyneuritis,A36,1,true
A3684,Diphtheritic tubulo-interstitial nephropathy,Diphtheritic tubulo-interstitial nephropathy,A36,1,true
A3685,Diphtheritic cystitis,Diphtheritic cystitis,A36,1,true
A3686,Diphtheritic conjunctivitis,Diphtheritic conjunctivitis,A36,1,true
A3689,Other diphtheritic complications,Other diphtheritic complications,A36,1,true
A369,"Diphtheria, unspecified","Diphtheria, unspecified",A36,1,true
A37,Whooping cough,Whooping cough,A37,1,true
A370,Whooping cough due to Bordetella pertussis,Whooping cough due to Bordetella pertussis,A37,1,true
A3700,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis without pneumonia,A37,1,true
A3701,Whooping cough due to Bordetella pertussis with pneumonia,Whooping cough due to Bordetella pertussis with pneumonia,A37,1,true
A371,Whooping cough due to Bordetella parapertussis,Whooping cough due to Bordetella parapertussis,A37,1,true
A3710,Whooping cough due to Bordetella parapertussis without pneumonia,Whooping cough due to Bordetella parapertussis without pneumonia,A37,1,true
A3711,Whooping cough due to Bordetella parapertussis with pneumonia,Whooping cough due to Bordetella parapertussis with pneumonia,A37,1,true
A378,Whooping cough due to other Bordetella species,Whooping cough due to other Bordetella species,A37,1,true
A3780,Whooping cough due to other Bordetella species without pneumonia,Whooping cough due to other Bordetella species without pneumonia,A37,1,true
A3781,Whooping cough due to other Bordetella species with pneumonia,Whooping cough due to other Bordetella species with pneumonia,A37,1,true
A379,"Whooping cough, unspecified","Whooping cough, unspecified",A37,1,true
A3790,"Whooping cough, unspecified species without pneumonia","Whooping cough, unspecified species without pneumonia",A37,1,true
A3791,"Whooping cough, unspecified species with pneumonia","Whooping cough, unspecified species with pneumonia",A37,1,true
A38,Scarlet fever,Scarlet fever,A38,1,true
A380,Scarlet fever with otitis media,Scarlet fever with otitis media,A38,1,true
A381,Scarlet fever with myocarditis,Scarlet fever with myocarditis,A38,1,true
A388,Scarlet fever with other complications,Scarlet fever with other complications,A38,1,true
A389,"Scarlet fever, uncomplicated","Scarlet fever, uncomplicated",A38,1,true
A39,Meningococcal infection,Meningococcal infection,A39,1,true
A390,Meningococcal meningitis,Meningococcal meningitis,A39,1,true
A391,Waterhouse-Friderichsen syndrome,Waterhouse-Friderichsen syndrome,A39,1,true
A392,Acute meningococcemia,Acute meningococcemia,A39,1,true
A393,Chronic meningococcemia,Chronic meningococcemia,A39,1,true
A394,"Meningococcemia, unspecified","Meningococcemia, unspecified",A39,1,true
A395,Meningococcal heart disease,Meningococcal heart disease,A39,1,true
A3950,"Meningococcal carditis, unspecified","Meningococcal carditis, unspecified",A39,1,true
A3951,Meningococcal endocarditis,Meningococcal endocarditis,A39,1,true
A3952,Meningococcal myocarditis,Meningococcal myocarditis,A39,1,true
A3953,Meningococcal pericarditis,Meningococcal pericarditis,A39,1,true
A398,Other meningococcal infections,Other meningococcal infections,A39,1,true
A3981,Meningococcal encephalitis,Meningococcal encephalitis,A39,1,true
A3982,Meningococcal retrobulbar neuritis,Meningococcal retrobulbar neuritis,A39,1,true
A3983,Meningococcal arthritis,Meningococcal arthritis,A39,1,true
A3984,Postmeningococcal arthritis,Postmeningococcal arthritis,A39,1,true
A3989,Other meningococcal infections,Other meningococcal infections,A39,1,true
A399,"Meningococcal infection, unspecified","Meningococcal infection, unspecified",A39,1,true
A40,Streptococcal sepsis,Streptococcal sepsis,A40,1,true
A400,"Sepsis due to streptococcus, group A","Sepsis due to streptococcus, group A",A40,1,true
A401,"Sepsis due to streptococcus, group B","Sepsis due to streptococcus, group B",A40,1,true
A402,"Sepsis due to streptococcus, group D","Sepsis due to streptococcus, group D",A40,1,true
A403,Sepsis due to Streptococcus pneumoniae,Sepsis due to Streptococcus pneumoniae,A40,1,true
A408,Other streptococcal sepsis,Other streptococcal sepsis,A40,1,true
A409,"Streptococcal sepsis, unspecified","Streptococcal sepsis, unspecified",A40,1,true
A41,Other sepsis,Other sepsis,A41,1,true
A410,Sepsis due to Staphylococcus aureus,Sepsis due to Staphylococcus aureus,A41,1,true
A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,Sepsis due to Methicillin susceptible Staphylococcus aureus,A41,1,true
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,Sepsis due to Methicillin resistant Staphylococcus aureus,A41,1,true
A411,Sepsis due to other specified staphylococcus,Sepsis due to other specified staphylococcus,A41,1,true
A412,Sepsis due to unspecified staphylococcus,Sepsis due to unspecified staphylococcus,A41,1,true
A413,Sepsis due to Hemophilus influenzae,Sepsis due to Hemophilus influenzae,A41,1,true
A414,Sepsis due to anaerobes,Sepsis due to anaerobes,A41,1,true
A415,Sepsis due to other Gram-negative organisms,Sepsis due to other Gram-negative organisms,A41,1,true
A4150,"Gram-negative sepsis, unspecified","Gram-negative sepsis, unspecified",A41,1,true
A4151,Sepsis due to Escherichia coli [E. coli],Sepsis due to Escherichia coli [E. coli],A41,1,true
A4152,Sepsis due to Pseudomonas,Sepsis due to Pseudomonas,A41,1,true
A4153,Sepsis due to Serratia,Sepsis due to Serratia,A41,1,true
A4159,Other Gram-negative sepsis,Other Gram-negative sepsis,A41,1,true
A418,Other specified sepsis,Other specified sepsis,A41,1,true
A4181,Sepsis due to Enterococcus,Sepsis due to Enterococcus,A41,1,true
A4189,Other specified sepsis,Other specified sepsis,A41,1,true
A419,"Sepsis, unspecified organism","Sepsis, unspecified organism",A41,1,true
A42,Actinomycosis,Actinomycosis,A42,1,true
A420,Pulmonary actinomycosis,Pulmonary actinomycosis,A42,1,true
A421,Abdominal actinomycosis,Abdominal actinomycosis,A42,1,true
A422,Cervicofacial actinomycosis,Cervicofacial actinomycosis,A42,1,true
A427,Actinomycotic sepsis,Actinomycotic sepsis,A42,1,true
A428,Other forms of actinomycosis,Other forms of actinomycosis,A42,1,true
A4281,Actinomycotic meningitis,Actinomycotic meningitis,A42,1,true
A4282,Actinomycotic encephalitis,Actinomycotic encephalitis,A42,1,true
